Episode,Reward
0,-133.40797747836928
1,-218.51764455784243
2,-46.71437351665065
3,-200.69690758760717
4,-45.80927446554041
5,-254.353755584805
6,-92.67812772258463
7,-125.00493004506876
8,-27.72751375648383
9,-225.09998793899354
10,-23.925693182635754
11,-24.877376462909538
12,-200.76617465470542
13,116.33549468757673
14,-230.35129456642755
15,-124.8149133363348
16,-55.42096649747443
17,-125.58615872096998
18,-97.09268478743513
19,-2.9517797848703538
20,-39.04352913046411
21,-136.0435045103908
22,163.37690227891846
23,-51.024259771938205
24,-91.07779595386114
25,-44.72509190555955
26,168.9271587162832
27,-50.563681672589965
28,-4.133445565675089
29,-19.55452398195345
30,116.46415987489576
31,272.04403608390913
32,-55.66624193256593
33,-40.48746005100935
34,-141.0417508329112
35,288.20655528105027
36,233.79968986130302
37,-32.64597620744319
38,190.5075338335375
39,-45.101478733583285
40,285.70845330774534
41,241.14874752124646
42,-1.1019017851768802
43,-20.703919279767796
44,6.2298328025340775
45,-48.731846506416744
46,2.6618508173700466
47,-18.362273524140363
48,3.835403976784364
49,-40.72933916445522
50,-3.752153137972382
51,-40.25624268636922
52,-19.03154530359765
53,-39.30074061554133
54,-13.522102068200223
55,-58.34566593490227
56,-86.66580801994115
57,1.6727140422155051
58,-28.916091847876114
59,-32.89274875747332
60,-30.9992223343068
61,13.718715777303057
62,-5.642710414561813
63,6.41298075506182
64,-35.33167574719004
65,-25.36748274055029
66,17.90727585983943
67,23.29923272301616
68,21.825187057781935
69,2.99357215284883
70,-21.898047828110574
71,-15.210273882894679
72,-59.20055214011202
73,-11.499381302459597
74,-3.2063542599153196
75,-14.183523329166293
76,-28.36453128375106
77,-17.468422944620954
78,-13.539901172036373
79,21.414987166059472
80,28.474234715783627
81,14.06700566151916
82,21.55602029973317
83,2.989664365435952
84,12.36704191078516
85,-0.1129602636300997
86,-7.9989187431125215
87,-9.937510583442547
88,15.346664432221896
89,-22.2092709708659
90,-20.98386609789926
91,-78.44508687384499
92,-28.927544178420153
93,208.84812865023105
94,181.18970064497825
95,14.776055375527122
96,-26.816238388457375
97,-31.97733504822148
98,-26.610676464502625
99,-19.708014032949055
100,1.896696736653371
101,-0.26890503925363207
102,-7.88258034065344
103,-17.636264898254627
104,3.8397126083455246
105,-60.691765685072646
106,7.450933564115217
107,-49.90697440624915
108,-15.362638517115135
109,26.887250680917923
110,-16.529504683343887
111,-56.275005971687
112,-30.972555035655613
113,7.541870046611584
114,15.955531741065988
115,-27.387511709910488
116,-35.372716782949595
117,-10.240188117346268
118,-34.33508082104329
119,211.55348042405416
120,-32.440935547594634
121,206.18278180706494
122,174.45318115413858
123,243.83089019901297
124,273.48343330692285
125,28.283039986519274
126,174.17417240639872
127,188.7361124903794
128,-4.522324883640026
129,262.8824224855397
130,37.71815677089488
131,214.5866166485318
132,150.89108496252322
133,226.24501803030608
134,216.13040361474987
135,198.575057691862
136,268.0131880010823
137,247.14855071060558
138,211.59106130212302
139,254.0734277048479
140,247.65239757289274
141,223.26059200751683
142,185.69426682858477
143,260.2917388059917
144,242.63748662270325
145,173.52367541004998
146,210.56063287053144
147,149.69467241442138
148,233.0627002698222
149,248.28729211964728
150,281.7062336123968
151,198.17247457400816
152,57.239133435557804
153,268.7265951647125
154,229.36343437047657
155,228.85893815914062
156,206.90710028455374
157,231.7587596426239
158,225.27187944047586
159,238.72552970946887
160,123.04866883498163
161,216.7391027351955
162,10.096628430506827
163,-21.282531055602302
164,203.38710737397892
165,252.7738970298493
166,239.06984803419448
167,281.7790916916649
168,223.2927960775214
169,241.96913833581547
170,-12.329917761610425
171,219.62217688286475
172,117.64371276883853
173,291.3203813307981
174,134.39618695411082
175,197.47413603464761
176,228.77511337274234
177,229.23713581593714
178,238.26543470748655
179,217.08633736478345
180,2.1217892009526973
181,286.903529539326
182,239.07385322843658
183,274.18738742291276
184,206.25658643908426
185,224.16053693330423
186,214.43075892397522
187,38.76923014070401
188,219.03861013408886
189,-4.10767858723896
190,241.006053404883
191,180.5721633548571
192,243.51864412323766
193,85.39850883132625
194,176.4334471927028
195,215.85500446229128
196,188.32765484515184
197,-29.335458213008703
198,229.69665634009715
199,227.5662265517065
200,26.941024957714372
201,55.723643703867154
202,207.6636008497319
203,255.0173990166056
204,264.2114569613862
205,194.1273209340294
206,213.30802636260233
207,257.9328711953086
208,205.949266775005
209,235.05146768170673
210,231.5838253489705
211,282.0473405347247
212,300.3693655449475
213,169.5732182466706
214,191.24225179644134
215,201.59976382786317
216,226.20318114137345
217,269.1638310727567
218,207.75704470227987
219,283.1978007085849
220,219.05503168075217
221,196.01952669384946
222,4.263850337759785
223,183.09784957181586
224,282.7000184610512
225,275.87741521017415
226,275.13951616175666
227,226.99444071075607
228,269.60187622849094
229,195.14512189641658
230,281.4135132826651
231,257.85690831522965
232,161.29046207773808
233,137.02130647532053
234,260.8833340158743
235,253.06545707198958
236,266.38440654316923
237,221.5798385537006
238,257.32043785354733
239,173.8820069216288
240,256.9151546869035
241,267.079351465234
242,215.79392243626017
243,214.2871434069584
244,146.8886648092698
245,304.8243103210367
246,106.68838345485332
247,256.3121290544003
248,234.80898338289248
249,222.77721810126585
250,234.51619549278672
251,281.39469101518205
252,277.2402744214529
253,243.37184600414048
254,261.21694091899656
255,268.83509818325524
256,268.3528409370916
257,256.33406333992355
258,234.43201126425092
259,282.1978044717373
260,244.88625665887454
261,240.3349998403846
262,264.1286649858979
